Estoy trabajando en,Dónde estás trabajando,Tipo de contrato,Salario mensual o retiro BRUTO (en tu moneda local),Salario mensual o retiro NETO (en tu moneda local),Pagos en dólares,¿Cuál fue el último valor de dólar que tomaron?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación durante 2020?,¿De qué % fue el ajuste total?,¿En qué mes fue el último ajuste?,Trabajo de,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Plataformas,Lenguajes de programación o tecnologías.,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,Cantidad de personas en tu organización,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,Beneficios extra,¿Salir o seguir contestando?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,¿Salir o seguir contestando?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",¿Salir o seguir contestando?,¿Sufriste o presenciaste situaciones de violencia laboral?,Identidad sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿Salir o seguir contestando?,¿Cómo venís llevando la cuarentena?,¿Tenés hijos/as menores de edad?,¿Con cuántas personas estás conviviendo?,¿Con quiénes convivís?,¿Tenés un espacio dedicado para el trabajo?,¿Tenés que compartir tu equipo de trabajo con alguien?,¿Qué tipo de cuarentena hiciste / estás haciendo?,¿Cambió tu situación laboral a raíz de la pandemia?,¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?,¿Cómo se vio afectada tu empresa/organización?,¿Instauraron algún beneficio nuevo?,Tengo,Me identifico
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,150000,115000,,,3,3,Un sueldo,Performance individual,Dos,30,10,HelpDesk,10,10,8,9,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Producto basado en Software,9,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,110000,84000,,,2,2,De uno a tres sueldos,Mix de las anteriores,Tres,25,10,Developer,10,2,1,0,"Amazon Web Services, Azure, Docker, Kubernetes",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Hibernate, jQuery, React.js","Microsoft SQL Server, MySQL","Jest, Postman, Selenium, TFS, Visual Studio Coded UI","Visual Studio, Visual Studio Code",11-50,Producto basado en Software,7,7,"Clases de idiomas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
Argentina,Misiones,Full-Time,60000,49800,,,4,4,No,No recibo bono,No,0,0,Developer,0,0,0,0,Ninguna de las anteriores,"C++, Java, Javascript, PHP, Python, SQL",jQuery,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Visual Studio Code,51-100,Producto basado en Software,10,10,"Clases de idiomas, Horarios flexibles",Quiero responder más preguntas,Universitario,Completado,Licenciatura en Sistemas de Información,UNaM - Universidad Nacional de Misiones,No,No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,No,Quiero responder más preguntas,4,0,2,Familia de origen (madre/padre/hermanos/as),Sí,No,2,"Cambié de trabajo, pero no por la pandemia",9,Se vio beneficiada,Ninguna de las anteriores,28,Varón Cis
Argentina,Chaco,Full-Time,50000,41500,,,3,3,No,No recibo bono,No,0,0,QA / Tester,0,0,0,0,"Amazon Web Services, Linux, VMWare","Bash/Shell, Java, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL, Oracle","JUnit, Postman, Selenium",IntelliJ,10001+,Producto basado en Software,10,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Terciario,En curso,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,3,1,2,"Pareja, Hijos/as (tiempo completo)",No,No,2,"Si, pasé de ser autónomo a estar en relación de dependencia a raiz de un curso que estuve realizando",10,No la afectó,"Almuerzo o delivery de snacks/bebidas (saludables o para after office), Clases de gimnasia, Clases de meditación, Clases de yoga, Pago de abono de Internet",45,Varón Cis
Argentina,Chaco,Full-Time,80500,71800,,,3,3,No,No recibo bono,Uno,32,10,HelpDesk,20,7,7,0,"Linux, Windows Server, Proxmox",.NET,.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,101-200,Otras industrias,8,9,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,226000,153000,,,1,2,No,No recibo bono,Dos,50,10,Data Engineer,18,6,6,0,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, IBM Cloud / Watson, Kubernetes, Linux, VMWare","C++, Delphi, Go, Groovy, HTML, Java, Javascript, PHP, Python, Smalltalk","Angular, Bootstrap, Django, Hibernate, jQuery, Node.js, Rails, React.js","Apache HBase, Cassandra, ElasticSearch, IBM Db2, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",JUnit,"Android Studio, Atom, Eclipse, NetBeans, Vim, Visual Studio, Visual Studio Code, Xcode",1-10,Otras industrias,8,9,Abono de Internet,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Varón Cis
Argentina,Salta,Full-Time,93000,80000,,,3,3,No,No recibo bono,Uno,35,9,Developer,8,1,1,2,Azure,".NET, Javascript, TypeScript",".NET Core, Angular",Microsoft SQL Server,"Karma, jasmine, xunit","Notepad++, Visual Studio, Visual Studio Code",11-50,Producto basado en Software,8,7,"Clases de idiomas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,460000,280000,,,4,4,De uno a tres sueldos,Mix de las anteriores,Más de tres,48,11,Technical Leader,12,12,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,8,10,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
Argentina,Córdoba,Full-Time,97000,88000,,,1,1,No,No recibo bono,Uno,8,10,BI Analyst / Data Analyst,10,4,4,0,Windows Server,"Python, R, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, PostgreSQL, Teradata",Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Servicios / Consultoría de Software / Digital,5,1,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,50000,42000,,,2,2,No,No recibo bono,No,0,0,Developer,0,0,0,0,Azure,.NET,.NET Core,Microsoft SQL Server,Ninguna,"Notepad++, Visual Studio, Visual Studio Code",101-200,Producto basado en Software,6,5,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",Quiero responder más preguntas,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,21,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,82000,65000,,,1,1,Menos de un sueldo,Medio sueldo,Uno,7,7,SysAdmin / DevOps / SRE,1,5,1,0,"Linux, OpenShift, VMWare, Windows Server","Bash/Shell, Javascript",Ninguno de los anteriores,"MongoDB, MySQL",Postman,"Sublime Text, Vi, Vim, Visual Studio Code",10001+,Producto basado en Software,8,9,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,"Sí, activa",900,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,4,0,3,Familia de origen (madre/padre/hermanos/as),Sí,No,3,"Cambié de trabajo, pero no por la pandemia",10,Cerró oficinas,"Clases de gimnasia, Pago de abono de Internet",24,Varón Cis
Argentina,Santa Fe,Full-Time,150000,110000,,,3,2,No,No recibo bono,Dos,20,10,Project Manager,35,6,6,5,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,7,8,Licencia de paternidad / maternidad extendida,Quiero responder más preguntas,Universitario,Completado,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,63,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Remoto (empresa de otro país),450000,450000,Cobro en dólares,,4,4,No,No recibo bono,No,0,0,Developer,4,0,4,0,"Azure, Kubernetes, Linux","HTML, Javascript, TypeScript","Angular, Bootstrap, Node.js, React.js",Cosmos,Ninguna de las anteriores,Visual Studio Code,51-100,Producto basado en Software,6,6,Ninguna de las anteriores,Quiero responder más preguntas,Universitario,Completado,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,,No,Quiero responder más preguntas,3,0,2,"Familia de origen (madre/padre/hermanos/as), Pareja",Sí,No,4,"Cambié de trabajo, pero no por la pandemia",1,No la afectó,Ninguna de las anteriores,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,106000,88000,,,4,4,No,No recibo bono,No,0,0,Developer,2,0,0,0,Docker,"C#, HTML, Javascript, TypeScript","Angular, Bootstrap",Ninguna de las anteriores,Selenium,Visual Studio Code,501-1000,Servicios / Consultoría de Software / Digital,9,10,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Terciario,Incompleto,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,Visual,No,Quiero responder más preguntas,2,0,2,Familia de origen (madre/padre/hermanos/as),No,No,3,"Cambié de trabajo, pero no por la pandemia",9,"No la afectó, Se vio beneficiada",Almuerzo o delivery de snacks/bebidas (saludables o para after office),27,Varón Cis
Argentina,Córdoba,Full-Time,115300,87500,,,2,3,Un sueldo,Mix de las anteriores,Dos,25,10,Scrum Master,10,1,1,3,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Oracle,Postman,Ninguno de los anteriores,51-100,Servicios / Consultoría de Software / Digital,9,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Mujer Cis
Argentina,Córdoba,Full-Time,50000,42000,,,3,3,No,No recibo bono,Uno,10,9,UX,2,1,0,0,"Google Cloud Platform/App Engine, Windows Server","CSS, HTML",WordPress,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Producto basado en Software,7,6,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Incompleto,,UNC - Universidad Nacional de Córdoba,"Sí, de forma particular",No,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,27,Mujer Cis
Argentina,Córdoba,Freelance,70000,70000,Mi sueldo está dolarizado (pero cobro en moneda local),150,3,3,No,No recibo bono,Tres,20,10,Product Manager,4,0,0,2,"Amazon Web Services, Firebase, IBM Cloud / Watson, Windows Server",Python,TensorFlow,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Producto basado en Software,10,8,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Licenciatura en Administración,u. belgrano,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,35,Mujer Cis
Argentina,Chaco,Full-Time,110000,89000,"Cobro en dólares, Cobro parte de mi sueldo en otro país",,4,4,Un sueldo,Performance de la compañía,Uno,90,10,Developer,5,3,5,1,"Amazon Web Services, Docker","HTML, Javascript","Bootstrap, jQuery, Node.js, React.js","Amazon DynamoDB, PostgreSQL","Jest, Postman",Visual Studio Code,11-50,Servicios / Consultoría de Software / Digital,10,7,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,Jamás,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,29,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,70000,51000,,,2,1,No,No recibo bono,Uno,15,3,Technical Leader,8,6,5,2,"Azure, Linux, VMWare, Windows Server",Assembler,SAP,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,5,9,"Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado",Quiero responder más preguntas,Universitario,En curso,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular",No,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,26,Varón Cis
Uruguay,,Full-Time,152000,95000,,42.3,2,2,Un sueldo,Performance individual,Uno,4.5,7,Manager / Director,15,3,3,3,"AIX, Google Cloud Platform/App Engine, Linux","Javascript, PHP","Angular, Node.js",PostgreSQL,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,6,8,"Abono de celular, Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Varón Cis
Argentina,Córdoba,Full-Time,99000,88000,,,3,4,No,No recibo bono,Dos,20,10,BI Analyst / Data Analyst,5,1,1,2,Ninguna de las anteriores,"Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio Code,101-200,Producto basado en Software,10,7,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",Quiero responder más preguntas,Terciario,Completado,Analista de Sistemas,IC - Institución Cervantes,"Sí, de forma particular",No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,0,1,Pareja,Sí,No,4,No,9,No la afectó,Ninguna de las anteriores,32,Varón Cis
Argentina,Córdoba,Full-Time,180000,110000,,,3,3,No,No recibo bono,Tres,10,9,UX,9,0,0,1,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Producto basado en Software,9,9,"Abono de Internet, Horarios flexibles, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,175000,150000,,,4,4,Un sueldo,Performance de la compañía,Más de tres,50,12,HelpDesk,10,0,5,0,"Amazon Web Services, Azure, Docker, Firebase, Kubernetes","Javascript, Python, SQL","Angular, Bootstrap",MongoDB,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Producto basado en Software,9,9,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",Quiero responder más preguntas,Posgrado,Completado,Licenciatura en Administración,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",Sí,No,Quiero responder más preguntas,"Sí, activa",0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,0,1,Pareja,No,No,4,"Cambié de trabajo, pero no por la pandemia",9,No la afectó,"Compra de accesorios (escritorio, monitor, teclado, mouse, etc)",41,Varón Cis
Argentina,Córdoba,Full-Time,93000,73000,"Cobro en dólares, Mi sueldo está dolarizado (pero cobro en moneda local)",86,2,1,No,Performance individual,No,27,12,UX,2,2,2,0,"Azure, Ninguna de las anteriores",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Producto basado en Software,7,8,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Mujer Cis
Argentina,Córdoba,Full-Time,120000,95000,,,2,3,Menos de un sueldo,Mix de las anteriores,Dos,20,8,Data Engineer,6,0,0,0,"Azure, Docker, Linux","Bash/Shell, Python, Scala, SQL","Hadoop, Spark","Apache HBase, Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,"IPython / Jupyter, Vi, Visual Studio, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,9,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Informática,Ucasal,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,No,Quiero responder más preguntas,3,2,3,"Pareja, Hijos/as (tiempo completo)",No,No,4,Decidí buscar otro trabajo,9,No la afectó,Ninguna de las anteriores,30,No binarie
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,102000,85000,,,2,1,No,No recibo bono,Uno,7,10,Developer,15,19,14,0,"Linux, VMWare, Windows Server","Bash/Shell, CSS, HTML, Java, Javascript, Perl, PHP, Python, SQL","Bootstrap, Django, jQuery, Node.js, React.js, Vue.js, WordPress","MongoDB, MySQL, PostgreSQL","JUnit, Postman, Selenium, SoapUI","Atom, Eclipse, Notepad++, PyCharm, Vim, Visual Studio Code",51-100,Servicios / Consultoría de Software / Digital,7,10,"Capacitaciones y/o cursos, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Varón Cis
Argentina,Córdoba,Full-Time,150000,114000,,,3,2,De uno a tres sueldos,Performance de la compañía,Dos,30,6,Data Scientist,2,1,1,0,Amazon Web Services,Python,TensorFlow,"Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,IPython / Jupyter,2001-5000,Otras industrias,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Varón Cis
Argentina,Córdoba,Full-Time,60000,52000,,,2,2,No,Performance de la compañía,Uno,15,12,Analista Funcional,10,2,5,3,SAP,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,4,7,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Prefiero no decir
Argentina,Córdoba,Tercerizado (trabajo a través de consultora o agencia),60000,50000,,,3,3,Un sueldo,Establecido por la empresa,No,0,0,BI Analyst / Data Analyst,0,0,0,0,Google Cloud Platform/App Engine,Ninguno de los anteriores,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Otras industrias,7,7,"Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,140000,100000,,,3,2,No,No recibo bono,Dos,35,11,Developer,19,12,12,0,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL","Angular, Bootstrap, Hibernate, Spring",Microsoft SQL Server,"Postman, TFS","Notepad++, Visual Studio",501-1000,Otras industrias,7,7,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,40000,35000,,,2,1,No,No recibo bono,No,0,0,Recruiter / HR,1,03,2,0,Azure,Scala,WordPress,Google Cloud Storage,Telerik Studio,Android Studio,11-50,Otras industrias,7,7,"Horarios flexibles, Licencia de paternidad / maternidad extendida",Quiero responder más preguntas,Universitario,En curso,Psicologia,UNC - Universidad Nacional de Córdoba,"Sí, de forma particular",No,No,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,30,Mujer Cis
Argentina,Provincia de Buenos Aires,Freelance,536000,500000,Cobro en dólares,145,4,4,No,No recibo bono,No,0,0,Project Manager,6,2,1,24,"Amazon Web Services, Linux","Javascript, SQL","Angular, Laravel, Node.js","Oracle, PostgreSQL","JUnit, Karma",IntelliJ,51-100,Producto basado en Software,7,9,Clases de idiomas,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Varón Cis
Chile,,Tercerizado (trabajo a través de consultora o agencia),3200000,2350000,,,3,3,Menos de un sueldo,Performance individual,Uno,4,12,Developer,11,1,3,0,"Azure, Docker, Kubernetes","Groovy, Java",Spring,Ninguna de las anteriores,"Cucumber, JUnit, Postman, Spock","IntelliJ, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,10,10,"Clases de idiomas, Horarios flexibles",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Informática,Pontificia Universidad Católica de Valparíso,"Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,Jamás,Heterosexual,,No,Ya colaboré lo suficiente,,,,,,,,,,,,35,Varón Cis
Argentina,Córdoba,Full-Time,120000,100000,,,3,2,No,No recibo bono,Uno,17,12,Scrum Master,0,0,0,12,"Amazon Web Services, Azure",".NET, C#, CSS, HTML, Java, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Hibernate, jQuery, Node.js, WordPress","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,"Eclipse, IntelliJ, Notepad++, Sublime Text, Visual Studio, Visual Studio Code",201-500,Otras industrias,8,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
Argentina,Córdoba,Full-Time,30000,25000,,,1,2,No,No recibo bono,No,0,0,BI Analyst / Data Analyst,0,0,0,1,Arduino o similar,"Arduino, Python, SQL",Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,Ninguno de los anteriores,101-200,Servicios / Consultoría de Software / Digital,3,3,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Varón Cis
Argentina,Córdoba,Remoto (empresa de otro país),237600,87000,"Cobro en dólares, Cobro parte de mi sueldo en otro país",84,4,4,No,No recibo bono,No,0,0,Developer,9,0,0,0,"Docker, IBM Cloud / Watson","Java, Javascript","Bootstrap, Hibernate, React.js, Spring",MariaDB,"Cypress, Jest, JUnit, Mocha",IntelliJ,11-50,Servicios / Consultoría de Software / Digital,9,8,Ninguna de las anteriores,Quiero responder más preguntas,Terciario,Incompleto,Analista de Sistemas,ISSD - Instituto Superior Santo Domingo,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,2,3,"Pareja, Hijos/as (tiempo completo)",Sí,No,3,"Cambié de trabajo, pero no por la pandemia",8,No la afectó,Ninguna de las anteriores,36,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,83000,69700,,,2,2,No,No recibo bono,Dos,20,11,SysAdmin / DevOps / SRE,4,1,1,0,"Linux, Windows Server","C++, Java, SQL",Spring,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle","Postman, SoapUI","Eclipse, IntelliJ, Notepad++, Sublime Text, Vi",11-50,Producto basado en Software,7,7,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Varón Cis
