Estoy trabajando en,Dónde estás trabajando,Tipo de contrato,Salario mensual o retiro BRUTO (en tu moneda local),Salario mensual o retiro NETO (en tu moneda local),Pagos en dólares,¿Cuál fue el último valor de dólar que tomaron?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación durante 2020?,¿De qué % fue el ajuste total?,¿En qué mes fue el último ajuste?,Trabajo de,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Plataformas,Lenguajes de programación o tecnologías.,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,Cantidad de personas en tu organización,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,Beneficios extra,¿Salir o seguir contestando?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,¿Salir o seguir contestando?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",¿Salir o seguir contestando?,¿Sufriste o presenciaste situaciones de violencia laboral?,Identidad sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿Salir o seguir contestando?,¿Cómo venís llevando la cuarentena?,¿Tenés hijos/as menores de edad?,¿Con cuántas personas estás conviviendo?,¿Con quiénes convivís?,¿Tenés un espacio dedicado para el trabajo?,¿Tenés que compartir tu equipo de trabajo con alguien?,¿Qué tipo de cuarentena hiciste / estás haciendo?,¿Cambió tu situación laboral a raíz de la pandemia?,¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?,¿Cómo se vio afectada tu empresa/organización?,¿Instauraron algún beneficio nuevo?,Tengo,Me identifico
Argentina,Provincia de Buenos Aires,Tercerizado (trabajo a través de consultora o agencia),75000,62250,,,3,3,No,No recibo bono,No,0,0,Developer,0,0,0,0,Ninguna de las anteriores,Java,jQuery,Microsoft SQL Server,JUnit,"Eclipse, Visual Studio Code",1001-2000,Producto basado en Software,8,8,Horarios flexibles,Quiero responder más preguntas,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNS - Universidad Nacional del Sur,No,No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,No,Ya colaboré lo suficiente,,,,,,,,,,,,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,100000,83000,,,3,3,No,No recibo bono,Uno,15,7,Developer,1,1,1,0,"Amazon Web Services, Docker, Linux",Python,Ninguno de los anteriores,"MySQL, PostgreSQL, Redis",Selenium,"PyCharm, Visual Studio Code",51-100,Producto basado en Software,9,10,Ninguna de las anteriores,Quiero responder más preguntas,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,3,0,4,Familia de origen (madre/padre/hermanos/as),No,No,3,No,8,Se vio beneficiada,Ninguna de las anteriores,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,70,,,,1,2,No,No recibo bono,Tres,30,11,Recruiter / HR,15,2,1,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,101-200,Servicios / Consultoría de Software / Digital,7,1,Clases de idiomas,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Remoto (empresa de otro país),415000,390000,Cobro en dólares,82,4,4,No,No recibo bono,No,0,0,Developer,10,1,8,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Ruby",React.js,Ninguna de las anteriores,Ninguna de las anteriores,Vim,101-200,Servicios / Consultoría de Software / Digital,10,9,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), vacaciones ilimitadas",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,96000,73000,,,3,3,Menos de un sueldo,Performance de la compañía,Tres,35,11,Data Scientist,2,2,2,0,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,"IPython / Jupyter, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,10,10,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Posgrado,En curso,licenciado en comercializacion - maestria en ciencia de datos,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,86000,72000,,,2,2,No,No recibo bono,Dos,40,11,Business Analyst,13,8,8,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Servicios / Consultoría de Software / Digital,3,4,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,130000,107000,,,2,2,No,No recibo bono,No,0,0,Developer,15,0,0,0,Linux,"Java, Javascript",jQuery,"MariaDB, MySQL",JUnit,Eclipse,501-1000,Servicios / Consultoría de Software / Digital,6,6,Horarios flexibles,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Varon
Argentina,GBA,Full-Time,450000,254500,,,2,1,No,No recibo bono,Uno,30,9,Developer,16,1,1,0,"Docker, Firebase","CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, Cordova, Flutter",SQLite,"Appium, Karma, Mocha","Android Studio, IntelliJ, Sublime Text, WebStorm, Xcode",51-100,Producto basado en Software,10,10,Abono de Internet,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,136210,100000,,,2,2,Un sueldo,Es el mínimo bono,Tres,15,12,Consultant,4,4,1,4,"Amazon Web Services, Google Cloud Platform/App Engine, Linux, Windows Server","PHP, Python, SQL, VBA","Django, TensorFlow","MySQL, PostgreSQL",Ninguna de las anteriores,"IPython / Jupyter, PHPStorm, PyCharm, Sublime Text, Vim",5001-10000,Servicios / Consultoría de Software / Digital,1,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Varón Cis
Argentina,Chaco,Full-Time,35000,28700,,,1,2,No,No recibo bono,No,0,0,QA / Tester,0,0,0,0,"Google Cloud Platform/App Engine, Linux","CSS, HTML, Java, Javascript, SQL, TypeScript","React.js, Spring","Google Cloud Storage, SQLite","Appium, Cucumber, Postman, Selenium","IntelliJ, Sublime Text, Visual Studio Code",10001+,Producto basado en Software,10,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina",Quiero responder más preguntas,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Quiero responder más preguntas,"Sí, pasiva",0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,Auditiva,No,Ya colaboré lo suficiente,,,,,,,,,,,,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,105000,82000,,,2,3,No,No recibo bono,Uno,10,11,Developer,3,2,2,0,Linux,"CSS, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Laravel, React.js","MongoDB, MySQL","PHPUnit, Postman","PHPStorm, Visual Studio Code",501-1000,Servicios / Consultoría de Software / Digital,9,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Terciario,Completado,Tecnicatura Superior en Programación,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular",No,No,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,156000,124500,Mi sueldo está dolarizado (pero cobro en moneda local),"83,79",4,4,No,No recibo bono,Dos,10,9,SysAdmin / DevOps / SRE,6,0,2,0,"Amazon Web Services, Azure, Docker, Linux, Serverless, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"Sublime Text, Vi, Vim, Visual Studio Code",10001+,Servicios / Consultoría de Software / Digital,9,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Terciario,Completado,Tecnicatura Superior en Soporte de Infraestructuras,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,0,1,Familia de origen (madre/padre/hermanos/as),Sí,No,2,"Cambié de trabajo, pero no por la pandemia",7,"Cerró oficinas, Despidió a algunas personas",Clases de yoga,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,55000,46000,,,3,3,No,No recibo bono,Dos,20,10,Designer,2,0,0,0,Ninguna de las anteriores,HTML,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Otras industrias,8,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Diseño Gráfico,UADE - Universidad Argentina De la Empresa,No,No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,118250,103591,,,3,4,No,No recibo bono,Uno,22,9,SysAdmin / DevOps / SRE,6,0,0,0,"Amazon Web Services, Linux, Windows Server",Python,Ninguno de los anteriores,Amazon DynamoDB,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Producto basado en Software,9,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",Quiero responder más preguntas,Terciario,Completado,Analista de Sistemas,Instituto superior almafuerte,"Sí, de forma particular",No,No,Quiero responder más preguntas,"Sí, pasiva",20,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,No,Ya colaboré lo suficiente,,,,,,,,,,,,36,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,84500,65000,,,2,2,No,El bono es por performance pero debes haber estado un año para poder cobrarlo.,Uno,18,10,UX,2,0,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Servicios / Consultoría de Software / Digital,7,8,"Abono de Internet, Capacitaciones y/o cursos",Quiero responder más preguntas,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,No,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,Auditiva,Sí,Quiero responder más preguntas,3,0,2,Familia de origen (madre/padre/hermanos/as),No,No,3,Me quede sin trabajo y encontre otro,7,"Cerró oficinas, Cortaron presupuesto de capacitaciones y contrataciones",Pago de abono de Internet,34,Mujer Cis
Argentina,Santa Fe,Full-Time,260000,189000,Mi sueldo está dolarizado (pero cobro en moneda local),140,4,4,No,No recibo bono,Dos,50,11,Developer,2,2,2,0,Ninguna de las anteriores,Javascript,"Angular, React.js","MongoDB, MySQL",Ninguna de las anteriores,"Visual Studio, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Horarios flexibles",Quiero responder más preguntas,Terciario,Completado,Tecnicatura Superior en Programación,UNL - Universidad Nacional del Litoral,"Sí, de forma particular",Sí,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,No,Quiero responder más preguntas,4,0,1,Pareja,Sí,No,3,No,9,Se vio beneficiada,Ninguna de las anteriores,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,49.88,40502,,,2,2,No,No recibo bono,Uno,2,9,Developer,3,2,2,0,Linux,"CSS, HTML, Javascript, PHP, Python","Bootstrap, Django, jQuery, React.js, Symfony","MariaDB, MySQL, Oracle",Ninguna de las anteriores,"PHPStorm, PyCharm, Sublime Text",11-50,Producto basado en Software,5,6,Horarios flexibles,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,58000,48000,,,4,4,Un sueldo,Performance individual,No,0,0,Developer,3,0,0,0,Salesforce,"C#, CSS, HTML, Javascript",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio Code,51-100,Producto basado en Software,10,10,"Clases de idiomas, Horarios flexibles",Quiero responder más preguntas,Terciario,En curso,Analista de Sistemas,Instituto Tecnologico Beltran,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,200000,150000,,,3,2,Un sueldo,Mix de las anteriores,Dos,30,10,Manager / Director,15,1,1,14,"Amazon Web Services, Linux, OpenStack","CSS, Javascript, PHP, Python, R","jQuery, Laravel, Node.js, React.js, Symfony","MySQL, PostgreSQL","PHPUnit, Postman","Atom, PHPStorm, PyCharm, Sublime Text",201-500,Producto basado en Software,9,10,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón
Argentina,Córdoba,Full-Time,120,100,,,3,3,No,No recibo bono,No,0,0,Developer,14,9,9,0,"*BSD, Firebase, Linux","CSS, HTML, Java, Javascript, PHP, SQL","Bootstrap, Cordova, jQuery",PostgreSQL,Postman,"NetBeans, Sublime Text, Vim",11-50,Producto basado en Software,7,10,Horarios flexibles,Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Quiero responder más preguntas,"Sí, pasiva",0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,4,0,1,Pareja,Sí,No,3,No,5,Frenaron las contrataciones,Ninguna de las anteriores,36,Varón Cis
Argentina,Córdoba,Full-Time,80000,66000,,,1,1,No,No recibo bono,Dos,30,0,SysAdmin / DevOps / SRE,14,2,2,0,"Azure, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,6,8,Abono de celular,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,340000,220000,Mi sueldo está dolarizado (pero cobro en moneda local),86.75,3,4,Un sueldo,Performance de la compañía,No,0,0,Developer,4,0,0,0,Firebase,"Groovy, Java, Javascript, Kotlin, Objective-C, Swift, TypeScript","React.js, SwiftUI, Jetpack Compose",SQLite,"Jest, JUnit","Android Studio, Sublime Text, Visual Studio Code, Xcode",1001-2000,Producto basado en Software,9,9,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Quiero responder más preguntas,"Sí, pasiva",0,Neto,Quiero responder más preguntas,Jamás,Heterosexual,,No,Quiero responder más preguntas,4,0,1,Pareja,No,No,3,Decidí buscar otro trabajo,9,No la afectó,"Compra de accesorios (escritorio, monitor, teclado, mouse, etc)",26,Varón Cis
Argentina,GBA,Full-Time,57000,47500,,,2,2,No,No recibo bono,Uno,14.4,7,HelpDesk,8,1,6,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Otras industrias,8,9,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,214000,130000,,,4,4,3+ sueldos,Performance individual,Dos,35,10,Architect,12,2,2,0,Linux,Python,Ninguno de los anteriores,Ninguna de las anteriores,Postman,"IntelliJ, IPython / Jupyter, PyCharm, Sublime Text",5001-10000,Otras industrias,9,8,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Prefiero no decir
Argentina,Córdoba,Full-Time,130000,105000,,,3,3,No,No recibo bono,Uno,15,12,Developer,10,9,9,0,sql server,".NET, C#, TypeScript, vfp","Bootstrap, jQuery",Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,51-100,Producto basado en Software,4,4,Viáticos,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Varón Cis
Argentina,Río Negro,Full-Time,60000,60000,,,1,1,No,No recibo bono,No,0,12,Developer,3,2,2,0,"Docker, Firebase","Javascript, TypeScript",Angular,Firebase,Karma,Visual Studio Code,1-10,Producto basado en Software,5,10,Nada,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Remoto (empresa de otro país),405000,405000,"Cobro en dólares, Cobro parte de mi sueldo en otro país",,3,4,No,No recibo bono,No,0,0,Developer,10,4,4,0,"Docker, Linux","Javascript, PHP","Bootstrap, CodeIgniter, Laravel, Vue.js","MySQL, PostgreSQL",Ninguna de las anteriores,Atom,11-50,Producto basado en Software,9,10,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Informática,UP - Universidad de Palermo,No,No,Sí,Quiero responder más preguntas,No,0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,Visual,No,Ya colaboré lo suficiente,,,,,,,,,,,,30,Varón Cis
Argentina,Jujuy,Full-Time,70000,61500,,,2,2,No,No recibo bono,Uno,10,4,SysAdmin / DevOps / SRE,2,2,2,0,"Heroku, Linux, Windows Server","Java, Javascript, VBA",Node.js,"Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,"Android Studio, Visual Studio Code",11-50,Otras industrias,7,7,Capacitaciones y/o cursos,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Varón Cis
Argentina,Santa Fe,Remoto (empresa de otro país),113000,100000,Cobro en dólares,132,4,4,No,No recibo bono,No,0,0,Developer,0,0,0,0,"Firebase, Microcontroladores","Javascript, SQL, TypeScript","Node.js, React.js",MySQL,Ninguna de las anteriores,Visual Studio Code,101-200,Producto basado en Software,10,10,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Varón Cis
Argentina,Corrientes,Freelance,20000,16000,,,1,1,No,No recibo bono,No,0,0,Designer,1,1,1,0,OpenStack,"HTML, Java, Javascript, SQL","Bootstrap, Flutter, jQuery","Apache HBase, MySQL",Visual Studio Coded UI,Sublime Text,1-10,Producto basado en Software,1,6,Capacitaciones y/o cursos,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,220000,150000,Mi sueldo está dolarizado (pero cobro en moneda local),87$,3,3,No,No recibo bono,Uno,16,10,QA / Tester,10,0,4,0,Linux,"Java, Javascript",Node.js,Ninguna de las anteriores,"Cypress, Mocha",Visual Studio Code,201-500,Servicios / Consultoría de Software / Digital,7,6,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Terciario,Completado,Tecnicatura en Periodismo,TEA,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,2,0,0,Vivo solo/a,Sí,No,2,"Cambié de trabajo, pero no por la pandemia",3,No la afectó,Ninguna de las anteriores,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,92405,76696,,,2,2,No,No recibo bono,Dos,26,10,Developer,21,2,2,0,"Azure, Windows Server",".NET, C#, VBA, VB5",.NET Core,Microsoft SQL Server,"Postman, SoapUI","Visual Studio, VB5",51-100,Producto basado en Software,7,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Día libre por trimestre",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,150000,97000,,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,40,10,Infosec,3,2,3,0,"Amazon Web Services, Azure, Serverless","Go, Python, SQL",Flask,"ElasticSearch, MySQL",Ninguna de las anteriores,"PyCharm, Visual Studio Code",10001+,Producto basado en Software,10,10,"Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular",Sí,No,Quiero responder más preguntas,"Sí, pasiva",0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,No,Ya colaboré lo suficiente,,,,,,,,,,,,24,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,154000,109000,,,3,2,Un sueldo,Mix de las anteriores,Dos,15,10,Developer,3,3,3,0,Linux,"CSS, HTML, Java, Javascript, Kotlin, Scala, TypeScript","jQuery, Node.js, React.js",MariaDB,"Cypress, Jest, JUnit","IntelliJ, Sublime Text",2001-5000,Producto basado en Software,8,8,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,36000,29880,,,2,1,No,No recibo bono,No,0,0,Developer,1,1,1,0,Ninguna de las anteriores,".NET, C#",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,201-500,Servicios / Consultoría de Software / Digital,8,7,"Descuento en gimnasios / Clases de gimnasia online, Cupones",Quiero responder más preguntas,Universitario,En curso,Tecnicatura en Sistemas,UNGS - Universidad Nacional de General Sarmiento,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,23,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,120000,92000,,,2,2,No,No recibo bono,Uno,10,11,Developer,3,0,0,0,"Amazon Web Services, Docker, Firebase, Heroku, Linux","CSS, HTML, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Django, Node.js, React.js, Vue.js","MongoDB, MySQL, PostgreSQL",Selenium,"PyCharm, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,9,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Varón Cis
Argentina,GBA,Full-Time,90000,72400,,,2,2,Un sueldo,Mix de las anteriores,Más de tres,40,12,BI Analyst / Data Analyst,5,13,5,0,Windows Server,SQL,Ninguno de los anteriores,"MySQL, Oracle",Ninguna de las anteriores,"Notepad++, Sublime Text, Oracle SQL Developer",501-1000,Otras industrias,5,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",Quiero responder más preguntas,Universitario,En curso,Licenciatura en Informática,UP - Universidad de Palermo,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En mi trabajo actual,Heterosexual,Motriz,No,Ya colaboré lo suficiente,,,,,,,,,,,,36,Varón Cis
Argentina,Córdoba,Remoto (empresa de otro país),960000,800000,"Cobro en dólares, Cobro parte de mi sueldo en otro país",,4,4,No,No recibo bono,No,0,0,Developer,6,0,5,0,"Amazon Web Services, Linux",Python,Flask,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Ninguna de las anteriores,"IPython / Jupyter, Sublime Text, Visual Studio Code",51-100,Producto basado en Software,8,5,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Bono de contratación",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Prefiero no decir
Argentina,Córdoba,Full-Time,230000,150000,Cobro en dólares,oficial,4,4,No,Parte de sueldo en especias (Cripto DoC),Dos,21,10,SysAdmin / DevOps / SRE,22,3,3,1,"Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux","Bash/Shell, HTML, Javascript, PHP, Python, SQL","Flask, Node.js, React.js","Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite",Postman,"Vim, Visual Studio Code",101-200,Producto basado en Software,10,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Varón Cis
